t         VX       fr_sym1   fr_M0      D          x.fsym0   x.fsym1  x.msym0M0  x.msym1M0  x.msym0M1  x.msym1M1   
16.010     719.0   0.0933   0.1360   0.0046        331.5     34.1     45.2        2.8      275.2       30.1
16.020     719.0   0.0933   0.1361   0.0046        331.5     34.1     45.3        2.9      275.2       30.1
16.030     719.1   0.0932   0.1363   0.0046        331.6     34.1     45.3        2.9      275.2       30.1
16.040     719.2   0.0932   0.1364   0.0046        331.6     34.1     45.4        2.9      275.2       30.1
16.050     719.2   0.0932   0.1366   0.0046        331.6     34.1     45.4        2.9      275.2       30.1
16.060     719.3   0.0932   0.1367   0.0046        331.7     34.1     45.5        2.9      275.1       30.1
16.070     719.3   0.0931   0.1368   0.0046        331.7     34.1     45.5        2.9      275.1       30.1
16.080     719.4   0.0931   0.1370   0.0046        331.7     34.1     45.6        2.9      275.1       30.1
16.090     719.4   0.0931   0.1371   0.0046        331.8     34.1     45.6        2.9      275.1       30.0
16.100     719.5   0.0931   0.1372   0.0047        331.8     34.0     45.7        2.9      275.1       30.0
16.110     719.6   0.0930   0.1374   0.0047        331.8     34.0     45.7        2.9      275.1       30.0
16.120     719.6   0.0930   0.1375   0.0047        331.9     34.0     45.8        2.9      275.0       30.0
16.130     719.7   0.0930   0.1376   0.0047        331.9     34.0     45.8        2.9      275.0       30.0
16.140     719.7   0.0930   0.1378   0.0047        331.9     34.0     45.9        2.9      275.0       30.0
16.150     719.8   0.0929   0.1379   0.0047        332.0     34.0     45.9        2.9      275.0       30.0
16.160     719.9   0.0929   0.1381   0.0047        332.0     34.0     46.0        2.9      275.0       30.0
16.170     719.9   0.0929   0.1382   0.0047        332.1     34.0     46.0        2.9      275.0       30.0
16.180     720.0   0.0929   0.1383   0.0047        332.1     34.0     46.1        2.9      275.0       30.0
16.190     720.0   0.0929   0.1385   0.0047        332.1     34.0     46.1        2.9      274.9       30.0
16.200     720.1   0.0928   0.1386   0.0047        332.2     34.0     46.2        2.9      274.9       30.0
16.210     720.1   0.0928   0.1387   0.0047        332.2     34.0     46.2        2.9      274.9       30.0
16.220     720.2   0.0928   0.1389   0.0047        332.2     34.0     46.3        2.9      274.9       29.9
16.230     720.3   0.0928   0.1390   0.0047        332.3     34.0     46.3        2.9      274.9       29.9
16.240     720.3   0.0927   0.1392   0.0047        332.3     34.0     46.4        2.9      274.9       29.9
16.250     720.4   0.0927   0.1393   0.0047        332.3     34.0     46.4        2.9      274.8       29.9
16.260     720.4   0.0927   0.1394   0.0047        332.4     34.0     46.5        2.9      274.8       29.9
16.270     720.5   0.0927   0.1396   0.0047        332.4     33.9     46.5        2.9      274.8       29.9
16.280     720.5   0.0926   0.1397   0.0047        332.4     33.9     46.6        2.9      274.8       29.9
16.290     720.6   0.0926   0.1398   0.0047        332.5     33.9     46.6        2.9      274.8       29.9
16.300     720.7   0.0926   0.1400   0.0047        332.5     33.9     46.7        2.9      274.8       29.9
16.310     720.7   0.0926   0.1401   0.0047        332.5     33.9     46.7        2.9      274.7       29.9
16.320     720.8   0.0925   0.1403   0.0047        332.6     33.9     46.8        2.9      274.7       29.9
16.330     720.8   0.0925   0.1404   0.0047        332.6     33.9     46.8        2.9      274.7       29.9
16.340     720.9   0.0925   0.1405   0.0047        332.7     33.9     46.9        2.9      274.7       29.8
16.350     721.0   0.0925   0.1407   0.0047        332.7     33.9     46.9        2.9      274.7       29.8
16.360     721.0   0.0925   0.1408   0.0047        332.7     33.9     47.0        2.9      274.7       29.8
16.370     721.1   0.0924   0.1409   0.0047        332.8     33.9     47.0        2.9      274.6       29.8
16.380     721.1   0.0924   0.1411   0.0047        332.8     33.9     47.1        2.9      274.6       29.8
16.390     721.2   0.0924   0.1412   0.0047        332.8     33.9     47.1        2.9      274.6       29.8
16.400     721.2   0.0924   0.1414   0.0047        332.9     33.9     47.2        2.9      274.6       29.8
16.410     721.3   0.0923   0.1415   0.0047        332.9     33.9     47.2        3.0      274.6       29.8
16.420     721.4   0.0923   0.1416   0.0047        332.9     33.9     47.3        3.0      274.6       29.8
16.430     721.4   0.0923   0.1418   0.0047        333.0     33.9     47.3        3.0      274.6       29.8
16.440     721.5   0.0923   0.1419   0.0048        333.0     33.8     47.4        3.0      274.5       29.8
16.450     721.5   0.0922   0.1421   0.0048        333.0     33.8     47.4        3.0      274.5       29.8
16.460     721.6   0.0922   0.1422   0.0048        333.1     33.8     47.5        3.0      274.5       29.7
16.470     721.7   0.0922   0.1423   0.0048        333.1     33.8     47.5        3.0      274.5       29.7
16.480     721.7   0.0922   0.1425   0.0048        333.2     33.8     47.6        3.0      274.5       29.7
16.490     721.8   0.0921   0.1426   0.0048        333.2     33.8     47.6        3.0      274.5       29.7
16.500     721.8   0.0921   0.1428   0.0048        333.2     33.8     47.7        3.0      274.4       29.7
16.510     721.9   0.0921   0.1429   0.0048        333.3     33.8     47.7        3.0      274.4       29.7
16.520     721.9   0.0921   0.1430   0.0048        333.3     33.8     47.8        3.0      274.4       29.7
16.530     722.0   0.0921   0.1432   0.0048        333.3     33.8     47.8        3.0      274.4       29.7
16.540     722.1   0.0920   0.1433   0.0048        333.4     33.8     47.9        3.0      274.4       29.7
16.550     722.1   0.0920   0.1435   0.0048        333.4     33.8     47.9        3.0      274.4       29.7
16.560     722.2   0.0920   0.1436   0.0048        333.4     33.8     48.0        3.0      274.3       29.7
16.570     722.2   0.0920   0.1437   0.0048        333.5     33.8     48.0        3.0      274.3       29.7
16.580     722.3   0.0919   0.1439   0.0048        333.5     33.8     48.1        3.0      274.3       29.6
16.590     722.4   0.0919   0.1440   0.0048        333.5     33.8     48.1        3.0      274.3       29.6
16.600     722.4   0.0919   0.1442   0.0048        333.6     33.8     48.2        3.0      274.3       29.6
16.610     722.5   0.0919   0.1443   0.0048        333.6     33.7     48.2        3.0      274.2       29.6
16.620     722.5   0.0918   0.1444   0.0048        333.7     33.7     48.3        3.0      274.2       29.6
16.630     722.6   0.0918   0.1446   0.0048        333.7     33.7     48.3        3.0      274.2       29.6
16.640     722.6   0.0918   0.1447   0.0048        333.7     33.7     48.4        3.0      274.2       29.6
16.650     722.7   0.0918   0.1449   0.0048        333.8     33.7     48.4        3.0      274.2       29.6
16.660     722.8   0.0917   0.1450   0.0048        333.8     33.7     48.5        3.0      274.2       29.6
16.670     722.8   0.0917   0.1451   0.0048        333.8     33.7     48.5        3.0      274.1       29.6
16.680     722.9   0.0917   0.1453   0.0048        333.9     33.7     48.6        3.0      274.1       29.6
16.690     722.9   0.0917   0.1454   0.0048        333.9     33.7     48.7        3.0      274.1       29.6
16.700     723.0   0.0917   0.1456   0.0048        333.9     33.7     48.7        3.0      274.1       29.5
16.710     723.1   0.0916   0.1457   0.0048        334.0     33.7     48.8        3.0      274.1       29.5
16.720     723.1   0.0916   0.1458   0.0048        334.0     33.7     48.8        3.0      274.1       29.5
16.730     723.2   0.0916   0.1460   0.0048        334.0     33.7     48.9        3.0      274.0       29.5
16.740     723.2   0.0916   0.1461   0.0048        334.1     33.7     48.9        3.0      274.0       29.5
16.750     723.3   0.0915   0.1463   0.0048        334.1     33.7     49.0        3.0      274.0       29.5
16.760     723.4   0.0915   0.1464   0.0048        334.2     33.7     49.0        3.0      274.0       29.5
16.770     723.4   0.0915   0.1466   0.0048        334.2     33.7     49.1        3.0      274.0       29.5
16.780     723.5   0.0915   0.1467   0.0048        334.2     33.6     49.1        3.0      274.0       29.5
16.790     723.5   0.0914   0.1468   0.0049        334.3     33.6     49.2        3.0      273.9       29.5
16.800     723.6   0.0914   0.1470   0.0049        334.3     33.6     49.2        3.1      273.9       29.5
16.810     723.6   0.0914   0.1471   0.0049        334.3     33.6     49.3        3.1      273.9       29.5
16.820     723.7   0.0914   0.1473   0.0049        334.4     33.6     49.3        3.1      273.9       29.4
16.830     723.8   0.0913   0.1474   0.0049        334.4     33.6     49.4        3.1      273.9       29.4
16.840     723.8   0.0913   0.1476   0.0049        334.4     33.6     49.4        3.1      273.9       29.4
16.850     723.9   0.0913   0.1477   0.0049        334.5     33.6     49.5        3.1      273.8       29.4
16.860     723.9   0.0913   0.1478   0.0049        334.5     33.6     49.5        3.1      273.8       29.4
16.870     724.0   0.0912   0.1480   0.0049        334.5     33.6     49.6        3.1      273.8       29.4
16.880     724.1   0.0912   0.1481   0.0049        334.6     33.6     49.6        3.1      273.8       29.4
16.890     724.1   0.0912   0.1483   0.0049        334.6     33.6     49.7        3.1      273.8       29.4
16.900     724.2   0.0912   0.1484   0.0049        334.7     33.6     49.7        3.1      273.7       29.4
16.910     724.2   0.0912   0.1486   0.0049        334.7     33.6     49.8        3.1      273.7       29.4
16.920     724.3   0.0911   0.1487   0.0049        334.7     33.6     49.9        3.1      273.7       29.4
16.930     724.4   0.0911   0.1488   0.0049        334.8     33.6     49.9        3.1      273.7       29.3
16.940     724.4   0.0911   0.1490   0.0049        334.8     33.5     50.0        3.1      273.7       29.3
16.950     724.5   0.0911   0.1491   0.0049        334.8     33.5     50.0        3.1      273.7       29.3
16.960     724.5   0.0910   0.1493   0.0049        334.9     33.5     50.1        3.1      273.6       29.3
16.970     724.6   0.0910   0.1494   0.0049        334.9     33.5     50.1        3.1      273.6       29.3
16.980     724.6   0.0910   0.1496   0.0049        334.9     33.5     50.2        3.1      273.6       29.3
16.990     724.7   0.0910   0.1497   0.0049        335.0     33.5     50.2        3.1      273.6       29.3
17.000     724.8   0.0909   0.1499   0.0049        335.0     33.5     50.3        3.1      273.6       29.3
17.010     724.8   0.0909   0.1500   0.0049        335.1     33.5     50.3        3.1      273.5       29.3
17.020     724.9   0.0909   0.1501   0.0049        335.1     33.5     50.4        3.1      273.5       29.3
17.030     724.9   0.0909   0.1503   0.0049        335.1     33.5     50.4        3.1      273.5       29.3
17.040     725.0   0.0908   0.1504   0.0049        335.2     33.5     50.5        3.1      273.5       29.3
17.050     725.1   0.0908   0.1506   0.0049        335.2     33.5     50.5        3.1      273.5       29.2
17.060     725.1   0.0908   0.1507   0.0049        335.2     33.5     50.6        3.1      273.5       29.2
17.070     725.2   0.0908   0.1509   0.0049        335.3     33.5     50.7        3.1      273.4       29.2
17.080     725.2   0.0907   0.1510   0.0049        335.3     33.5     50.7        3.1      273.4       29.2
17.090     725.3   0.0907   0.1512   0.0049        335.3     33.5     50.8        3.1      273.4       29.2
17.100     725.4   0.0907   0.1513   0.0049        335.4     33.5     50.8        3.1      273.4       29.2
17.110     725.4   0.0907   0.1514   0.0049        335.4     33.4     50.9        3.1      273.4       29.2
17.120     725.5   0.0907   0.1516   0.0049        335.5     33.4     50.9        3.1      273.3       29.2
17.130     725.5   0.0906   0.1517   0.0049        335.5     33.4     51.0        3.1      273.3       29.2
17.140     725.6   0.0906   0.1519   0.0050        335.5     33.4     51.0        3.1      273.3       29.2
17.150     725.7   0.0906   0.1520   0.0050        335.6     33.4     51.1        3.1      273.3       29.2
17.160     725.7   0.0906   0.1522   0.0050        335.6     33.4     51.1        3.1      273.3       29.2
17.170     725.8   0.0905   0.1523   0.0050        335.6     33.4     51.2        3.1      273.3       29.1
17.180     725.8   0.0905   0.1525   0.0050        335.7     33.4     51.2        3.2      273.2       29.1
17.190     725.9   0.0905   0.1526   0.0050        335.7     33.4     51.3        3.2      273.2       29.1
17.200     726.0   0.0905   0.1528   0.0050        335.7     33.4     51.3        3.2      273.2       29.1
17.210     726.0   0.0904   0.1529   0.0050        335.8     33.4     51.4        3.2      273.2       29.1
